序列,title,rate,style1,style2,h-0,s-0,v-0,percent-0,hex-0,percent-1,hex-1,percent-2,hex-2,percent-3,hex-3,percent-4,hex-4,pic,url
284,如父如子,8.4,剧情,家庭,197,7,94,0.351888112,#DFEBF0,0.258531469,#635B6A,0.215174825,#9197AF,0.127132867,#302C33,0.047272727,#678C6B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2154079590.jpg,https://movie.douban.com/subject/10571509/
285,龙子太郎,8.7,动画,动画,197,8,85,0.407622378,#C7D3D8,0.228321678,#383839,0.164195804,#CF927D,0.105664336,#60925D,0.094195804,#CE332C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2188460823.jpg,https://movie.douban.com/subject/1466085/
286,夏日时光机,8,喜剧,科幻,197,76,81,0.42979021,#32A2CF,0.181818182,#D5AB3C,0.154475524,#95AD9C,0.13020979,#384746,0.103706294,#C55C4F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p540520721.jpg,https://movie.douban.com/subject/1807495/
287,哆啦A梦：大雄的新魔界大冒险之7个魔法师,7.9,动画,动画,198,3,86,0.32,#D6DADC,0.199230769,#4A8AAF,0.177552448,#6C5257,0.173356643,#D1AB5F,0.12986014,#BD4550,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1048182650.jpg,https://movie.douban.com/subject/3755531/
288,唇上之歌,7.6,剧情,,198,52,91,0.344755245,#70C5E9,0.276503497,#C9EBF5,0.196153846,#D5D3BB,0.104125874,#82A4A2,0.078461538,#1C2F47,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2207639509.jpg,https://movie.douban.com/subject/25922902/
289,灌篮高手 剧场版4,8.9,动画,动画,199,8,89,0.301398601,#D1DEE4,0.213706294,#A98296,0.196363636,#913C3C,0.159160839,#312D36,0.129370629,#387C5A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2221506369.jpg,https://movie.douban.com/subject/4928750/
290,花与爱丽丝,8.1,剧情,喜剧,199,30,23,0.358251748,#2A363C,0.300559441,#84ABB5,0.13027972,#A97B55,0.108811189,#7D5251,0.102097902,#D2BBB6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2196652087.jpg,https://movie.douban.com/subject/1308820/
291,哆啦A梦：大雄的猫狗时空传,8.2,科幻,动画,200,2,92,0.35027972,#E4E8E9,0.228461538,#61766A,0.203356643,#3E9AD3,0.13951049,#D0B672,0.078391608,#C24A3D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2520703126.jpg,https://movie.douban.com/subject/1458910/
292,夏威夷男孩,8.1,剧情,,200,8,90,0.323146853,#D2DFE5,0.278321678,#F4F5F6,0.156153846,#B6BD93,0.146573427,#B4CDDA,0.095804196,#7CA4C0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2202387821.jpg,https://movie.douban.com/subject/3543262/
293,起风了,7.8,剧情,动画,200,77,72,0.369230769,#2B89B8,0.281678322,#ACC7CA,0.236293706,#34A04A,0.078741259,#5E6252,0.034055944,#C6517E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1998028598.jpg,https://movie.douban.com/subject/6791750/
294,人生密密缝,8.4,剧情,家庭,201,3,99,0.65006993,#F5FAFD,0.118181818,#D0CFDD,0.092307692,#B78498,0.089090909,#899EC8,0.05034965,#1C1720,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2385400300.jpg,https://movie.douban.com/subject/26754513/
295,夺命剑,8.9,剧情,,201,18,12,0.447202797,#181C1D,0.188881119,#4F5159,0.165034965,#7F88A0,0.138811189,#CAC8D5,0.06006993,#CD2A25,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204699929.jpg,https://movie.douban.com/subject/1300738/
296,哆啦A梦：大雄与风之使者,8,剧情,动画,201,56,87,0.297902098,#61B1DD,0.243916084,#F3F5F4,0.232307692,#A3B17E,0.133146853,#484E5C,0.092727273,#C8613A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520703028.jpg,https://movie.douban.com/subject/1457926/
297,生存家族,8.1,喜剧,家庭,201,73,83,0.413426573,#399FD4,0.287902098,#85BFE4,0.17972028,#2B2C25,0.092447552,#B3C9CC,0.026503497,#BDC35E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2524817758.jpg,https://movie.douban.com/subject/26815162/
298,你的名字。,8.4,剧情,动画,201,76,83,0.371958042,#329BD3,0.243356643,#0F55A5,0.20006993,#BACCD8,0.150629371,#2E4E54,0.033986014,#708F44,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,https://movie.douban.com/subject/26683290/
299,哆啦A梦：大雄与云之国,8.4,科幻,动画,202,3,92,0.299020979,#E4E7EA,0.293636364,#1F62A4,0.185244755,#7897B2,0.122587413,#C79966,0.09951049,#453931,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520701519.jpg,https://movie.douban.com/subject/1458900/
300,银魂完结篇：直到永远的万事屋,9.3,剧情,动画,202,21,52,0.293006993,#6A7B85,0.284755245,#45464C,0.189020979,#ECEDEB,0.187062937,#A4ABAC,0.046153846,#BF6C6C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2258024316.jpg,https://movie.douban.com/subject/11615927/
301,乞爱者,8.4,剧情,,203,0,91,0.44027972,#E8E9E9,0.155174825,#2E394E,0.146713287,#BBBEC2,0.133846154,#4C5C6E,0.123986014,#84838D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p981494919.jpg,https://movie.douban.com/subject/1760635/
302,溺水小刀,7.3,剧情,爱情,203,6,90,0.37979021,#D8E1E6,0.221188811,#A2C5E6,0.188111888,#453F48,0.183356643,#A28B86,0.027552448,#C36BA5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2390682933.jpg,https://movie.douban.com/subject/26611076/
303,木更津猫眼 世界系列,8.9,剧情,喜剧,203,6,93,0.279300699,#DFE7EC,0.267062937,#B39C86,0.195594406,#1E1916,0.162377622,#84A7DB,0.095664336,#5B5148,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p764157116.jpg,https://movie.douban.com/subject/1793394/
304,哆啦A梦：大雄与铁人兵团,8.2,动画,动画,204,60,82,0.40034965,#539ED0,0.243986014,#54535C,0.205104895,#D2D9D7,0.076643357,#BB6D3F,0.073916084,#47488A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520700067.jpg,https://movie.douban.com/subject/1458894/
305,少年H,8.2,剧情,,205,3,81,0.266433566,#C8CCCF,0.201258741,#4372A0,0.184475524,#679DBD,0.177062937,#867D6F,0.170769231,#3B332D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1841248096.jpg,https://movie.douban.com/subject/10540062/
306,南极料理人,8.2,喜剧,喜剧,205,4,94,0.411188811,#E8EDF0,0.272377622,#1A6DB5,0.202657343,#68ACDC,0.06020979,#CE7E3E,0.053566434,#3D3738,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p575432919.jpg,https://movie.douban.com/subject/3399559/
307,浮草,8.7,剧情,,205,6,78,0.434755245,#BCC3C7,0.173006993,#808187,0.146713287,#413035,0.130839161,#85AFBE,0.114685315,#99836C,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2206390578.jpg,https://movie.douban.com/subject/1297841/
308,哆啦A梦：大雄与梦幻三剑士,8.3,科幻,动画,205,21,51,0.265244755,#687883,0.253916084,#412B58,0.213216783,#23171D,0.138111888,#9F3D42,0.12951049,#A88D4A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520701848.jpg,https://movie.douban.com/subject/1458902/
309,玉子爱情故事,8.3,喜剧,动画,205,35,39,0.25034965,#415564,0.212307692,#E2E8E3,0.184615385,#91A6A9,0.176993007,#4E7A68,0.175734266,#88B76E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2178271858.jpg,https://movie.douban.com/subject/25796222/
310,关于莉莉周的一切,7.8,剧情,,206,34,84,0.297692308,#8FB8D7,0.279440559,#6AA8D3,0.195874126,#5393C6,0.182447552,#C9D9E7,0.044545455,#405371,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p649141235.jpg,https://movie.douban.com/subject/1292219/
311,哆啦A梦：大雄的海底鬼岩城,8.3,科幻,动画,206,74,72,0.426643357,#307DB8,0.221398601,#BABFC4,0.17965035,#3F515E,0.143496503,#D92B2A,0.028811189,#D8CF5D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2520698634.jpg,https://movie.douban.com/subject/1458892/
312,摇摆少女,8.3,剧情,喜剧,206,77,72,0.295104895,#2B7AB8,0.221398601,#6E9DC9,0.207762238,#E7E8E7,0.180699301,#28332F,0.095034965,#9F7D64,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p638255684.jpg,https://movie.douban.com/subject/1361254/
313,为什么猫都叫不来,7.5,剧情,,207,10,87,0.385734266,#C8D4DE,0.257622378,#161511,0.206783217,#BCB8A6,0.08006993,#5F5B53,0.06979021,#D9C33D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2267508677.jpg,https://movie.douban.com/subject/26263428/
314,啊，荒野 前篇,8.2,剧情,,207,13,93,0.466503497,#CFDFED,0.204195804,#1F1E27,0.122307692,#A2837F,0.106223776,#C76494,0.100769231,#4F6585,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2493381063.jpg,https://movie.douban.com/subject/26842503/
315,攻壳机动队SAC：笑面男,9.1,动画,动画,207,65,79,0.26993007,#4790CA,0.203286713,#388BCA,0.180769231,#2F88C9,0.176433566,#2D88C9,0.16958042,#3089CA,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2207164758.jpg,https://movie.douban.com/subject/2078804/
316,哆啦A梦：新·大雄与铁人兵团,8,动画,动画,208,8,25,0.289440559,#3B3E41,0.27993007,#CCCECE,0.205664336,#6482B5,0.131538462,#B8633F,0.093426573,#D9B850,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p889854632.jpg,https://movie.douban.com/subject/4896303/
317,翡翠森林：狼与羊,8.2,动画,动画,208,9,73,0.344405594,#AAB3BB,0.290839161,#E8E9EA,0.157482517,#64708F,0.10986014,#33433F,0.097412587,#88756B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p805833250.jpg,https://movie.douban.com/subject/1469984/
318,天国与地狱,8.5,剧情,犯罪,208,13,11,0.370699301,#1A1C1D,0.277412587,#574D40,0.202167832,#8F9598,0.09993007,#E6EBED,0.04979021,#E3DC43,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2205345054.jpg,https://movie.douban.com/subject/1293663/
319,宣告黎明的露之歌,8,剧情,动画,209,28,8,0.341118881,#0F1114,0.32979021,#1E3A4D,0.185874126,#3A6B79,0.081888112,#9DA3AB,0.061328671,#1360BA,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2429098317.jpg,https://movie.douban.com/subject/26958502/
320,哆啦A梦：大雄的大魔境,8.2,科幻,动画,209,63,61,0.316503497,#3A6C9C,0.223986014,#3F3644,0.223076923,#C4BEBB,0.163286713,#BC4D53,0.073146853,#E8C36B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2190036491.jpg,https://movie.douban.com/subject/1458891/
321,永远的三丁目的夕阳之1964,8.2,剧情,,210,73,75,0.435104895,#337AC0,0.202657343,#2C252A,0.153356643,#B2AABD,0.106993007,#F0A43E,0.101888112,#6E4039,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1125959226.jpg,https://movie.douban.com/subject/5967829/
322,龙樱：东大考试机密技巧总传授SP,8.7,剧情,,211,2,98,0.403916084,#F5F7F9,0.254265734,#343531,0.172797203,#CDC4C7,0.142237762,#AB7868,0.026783217,#EFD068,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2186161260.jpg,https://movie.douban.com/subject/10590715/
323,诸神的欲望,8.2,剧情,,211,35,73,0.345874126,#7998BA,0.296573427,#667BA5,0.269230769,#CCC4B8,0.057412587,#AF795D,0.030909091,#564339,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204849337.jpg,https://movie.douban.com/subject/1299125/
324,哆啦A梦：大雄与银河超特急,8.2,科幻,动画,211,50,22,0.300979021,#1C2937,0.190769231,#A0A3A8,0.174545455,#B24F66,0.172937063,#464F86,0.160769231,#E8AB75,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520702177.jpg,https://movie.douban.com/subject/1458904/
325,永远的托词,7.6,剧情,家庭,212,9,93,0.408671329,#D9E2ED,0.227552448,#FBFCFC,0.187342657,#C2CADB,0.125524476,#A9B0C2,0.050909091,#4F637F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2362603905.jpg,https://movie.douban.com/subject/26581774/
326,她的回忆,8.7,科幻,动画,212,79,68,0.275174825,#2464AD,0.223496503,#1F1C2B,0.197132867,#D6CCC5,0.156223776,#E08E84,0.147972028,#C61B12,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189927316.jpg,https://movie.douban.com/subject/5162334/
327,百变狸猫,8.4,剧情,动画,213,2,96,0.323146853,#F0F2F4,0.253776224,#BEC0B4,0.241608392,#888A98,0.095104895,#BF6151,0.086363636,#434243,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2156875496.jpg,https://movie.douban.com/subject/1303907/
328,楢山节考,8.9,剧情,,213,4,91,0.440769231,#E0E3E8,0.21048951,#ADB0B7,0.195944056,#707175,0.103006993,#1D1C21,0.04979021,#A16564,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p981755735.jpg,https://movie.douban.com/subject/1296703/
329,贤治之春,8.8,剧情,动画,213,19,53,0.29972028,#6D7886,0.24006993,#ADB7B9,0.225454545,#71605F,0.142797203,#35393E,0.091958042,#8EA66C,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2503210039.jpg,https://movie.douban.com/subject/1458035/
330,空之境界 第六章 忘却录音,8.1,剧情,动画,213,22,18,0.315384615,#23282D,0.203636364,#CECEC9,0.201258741,#6A5B55,0.188881119,#426790,0.090839161,#BFA55D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1957634133.jpg,https://movie.douban.com/subject/3369765/
331,生化危机：诅咒,7.6,动作,动画,213,28,5,0.396223776,#0A0C0E,0.22972028,#282D30,0.144195804,#5A5854,0.137902098,#341F1A,0.091958042,#B2A49C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1713599926.jpg,https://movie.douban.com/subject/5346468/
332,我们仍未知道那天所看见的花的名字 剧场版,8.1,动画,动画,213,41,31,0.327132867,#2F3D4E,0.296853147,#5E6D72,0.194755245,#BCC4C8,0.128671329,#B4B482,0.052587413,#396CCE,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1971347181.jpg,https://movie.douban.com/subject/11584024/
333,颠倒的帕特玛,7.9,动画,动画,213,82,50,0.283076923,#174780,0.251328671,#3072AF,0.166013986,#859FC1,0.157412587,#3B4952,0.142167832,#D4D4D2,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2043944718.jpg,https://movie.douban.com/subject/10001432/
334,夜空总有最大密度的蓝色,7.5,剧情,爱情,214,87,61,0.436993007,#134F9B,0.228041958,#212B34,0.154475524,#787C8E,0.143846154,#CACFD3,0.036643357,#DD1132,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2450209584.jpg,https://movie.douban.com/subject/26847445/
335,福音战士新剧场版：Q,8.3,剧情,动画,215,50,19,0.304055944,#192331,0.297622378,#151B20,0.295524476,#1F2C48,0.061748252,#686F81,0.041048951,#DBDAD9,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1768906265.jpg,https://movie.douban.com/subject/2567647/
336,彼岸花,8.3,剧情,家庭,216,16,69,0.432727273,#949FAF,0.191818182,#8E8A87,0.155594406,#665A60,0.121188811,#5E1521,0.098671329,#1D1B1B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2187076419.jpg,https://movie.douban.com/subject/1296834/
337,空之境界 第一章 俯瞰风景,8.6,动画,动画,216,46,37,0.321048951,#32435D,0.239300699,#161825,0.216573427,#61768C,0.122167832,#BEB9BD,0.100909091,#70283C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2194396356.jpg,https://movie.douban.com/subject/2354897/
338,命运石之门剧场版：负荷领域的既视感,8.7,动画,动画,216,64,25,0.334755245,#172741,0.188811189,#455566,0.187692308,#DCE7EB,0.15958042,#919798,0.129160839,#529FBA,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1957382613.jpg,https://movie.douban.com/subject/6844861/
339,悬崖上的金鱼姬,8.3,动画,动画,217,32,78,0.302167832,#88A1C8,0.281888112,#32548E,0.165384615,#6A697C,0.153006993,#C1D2DD,0.097552448,#BC7E63,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p454118602.jpg,https://movie.douban.com/subject/1959877/
340,天鹅湖,8.8,爱情,动画,217,44,74,0.357692308,#6A8BBD,0.253706294,#C2C2C3,0.214125874,#5D4D45,0.115664336,#B9A95C,0.058811189,#C2482B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456771675.jpg,https://movie.douban.com/subject/2240587/
341,机动警察剧场版2,8.6,剧情,动画,218,8,72,0.368321678,#A9AEB8,0.214685315,#E2DDE2,0.194195804,#837D82,0.165594406,#453E3E,0.057202797,#A04C42,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1137696692.jpg,https://movie.douban.com/subject/1449328/
342,钢琴之森,7.8,剧情,动画,218,18,41,0.285314685,#565D69,0.275804196,#628257,0.209370629,#BBC1B6,0.125454545,#B1BE76,0.104055944,#B7474A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1010604997.jpg,https://movie.douban.com/subject/2287938/
343,空气人偶,7.4,剧情,,218,24,94,0.384825175,#B5CBF0,0.361818182,#E9EFFA,0.100839161,#BCB0BF,0.09958042,#0F0B1A,0.052937063,#5A5067,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2162533098.jpg,https://movie.douban.com/subject/3534824/
344,言叶之庭,8.2,爱情,动画,218,57,25,0.244405594,#1C2940,0.212937063,#5C8138,0.204825175,#29452B,0.171888112,#9BB096,0.165944056,#5B6F78,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1958733032.jpg,https://movie.douban.com/subject/20470074/
345,儿子,8.8,剧情,爱情,218,77,68,0.376083916,#295AAE,0.257132867,#AAB1B6,0.200629371,#392B2A,0.12951049,#637F40,0.036643357,#D68B21,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2153263566.jpg,https://movie.douban.com/subject/1417545/
346,BLAME!,7.6,科幻,动画,219,13,18,0.351608392,#292B2F,0.225874126,#4A8EB8,0.188181818,#683025,0.171748252,#969291,0.062587413,#ECEFEF,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2453080653.jpg,https://movie.douban.com/subject/26670584/
347,即使这样也不是我做的,8.3,剧情,,219,15,91,0.607482517,#C7D3E9,0.163566434,#E7E7E1,0.106853147,#ACA099,0.075454545,#373945,0.046643357,#967F53,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p658414422.jpg,https://movie.douban.com/subject/1919906/
348,座头市,8,剧情,喜剧,219,33,24,0.320979021,#282F3C,0.317412587,#96B4C1,0.191398601,#567487,0.14013986,#CFE1ED,0.03006993,#D24E49,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p764956816.jpg,https://movie.douban.com/subject/1300752/
349,小森林 冬春篇,8.9,剧情,,219,56,65,0.298811189,#4969A5,0.271958042,#E0C6CE,0.155034965,#B88B99,0.154545455,#88A1BB,0.11965035,#BBD9E7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,https://movie.douban.com/subject/25814707/
350,草迷宫,8.2,爱情,爱情,220,26,57,0.228041958,#6C7992,0.217342657,#A93A30,0.205104895,#B38C6B,0.19041958,#C7C6C2,0.159090909,#3B2B27,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p834372337.jpg,https://movie.douban.com/subject/1401521/
351,哆啦A梦：大雄的创世日记,8.2,科幻,动画,220,59,48,0.364895105,#324A7B,0.359020979,#232A2E,0.104825175,#D3D6D0,0.091048951,#925789,0.08020979,#C28753,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520701997.jpg,https://movie.douban.com/subject/1458903/
352,伤物语2：热血篇,8.2,喜剧,动画,220,85,59,0.270699301,#164198,0.249300699,#16171F,0.22993007,#297ECC,0.131958042,#875C63,0.118111888,#94C6DE,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2364765328.jpg,https://movie.douban.com/subject/26635319/
353,名侦探柯南：天空的遇难船,7.3,动作,动画,221,36,52,0.31034965,#556485,0.255734266,#CBD5D9,0.234125874,#302C29,0.136363636,#D07B44,0.063426573,#F4E36C,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2259010597.jpg,https://movie.douban.com/subject/5153329/
354,怪谈,8.4,恐怖,恐怖,222,11,12,0.425174825,#1C1D1F,0.217832168,#E7E6E4,0.157482517,#7A7B72,0.134685315,#BDAC79,0.064825175,#9E4041,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p716970089.jpg,https://movie.douban.com/subject/1303083/
355,再见箱舟,8.2,悬疑,悬疑,223,17,13,0.367692308,#1B1C20,0.213286713,#8F2B28,0.199020979,#533837,0.115594406,#D16E49,0.104405594,#E1C9C3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2325988202.jpg,https://movie.douban.com/subject/1401522/
356,少女与战车 剧场版,9,剧情,动画,224,7,11,0.337062937,#1A1B1C,0.231188811,#4F4039,0.197342657,#BDC6CB,0.146153846,#B1857A,0.088251748,#3F7187,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2290872319.jpg,https://movie.douban.com/subject/24460604/
357,穿越时空的少女,8.6,剧情,动画,224,61,67,0.407132867,#435FAB,0.234055944,#678CC9,0.147832168,#A2C2E4,0.147622378,#D9E0E8,0.063356643,#50445D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg,https://movie.douban.com/subject/1937946/
358,龙猫,9.1,动画,动画,225,25,10,0.384825175,#131419,0.258531469,#322937,0.141328671,#937D85,0.118041958,#E1B6A0,0.097272727,#8852A3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p537668599.jpg,https://movie.douban.com/subject/1291560/
359,下妻物语,7.9,喜剧,喜剧,225,26,93,0.311538462,#B0C0EE,0.218251748,#AFB7A6,0.163426573,#495646,0.162237762,#8E8AC0,0.144545455,#726E7A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p832922781.jpg,https://movie.douban.com/subject/1388175/
360,追逐繁星的孩子,7.2,动画,动画,225,37,39,0.235524476,#3F4865,0.211538462,#A68F73,0.204825175,#BFCCC5,0.191328671,#705254,0.156783217,#768FA7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1957577564.jpg,https://movie.douban.com/subject/4246125/
361,银魂,7,喜剧,喜剧,226,2,90,0.415874126,#E2E3E6,0.276293706,#888D9D,0.187132867,#362B4C,0.074265734,#9C5A59,0.046433566,#D61C1A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2497751588.jpg,https://movie.douban.com/subject/26816086/
362,兽兵卫忍风帖,8.5,动作,动画,226,13,65,0.374265734,#9094A5,0.263566434,#272821,0.162517483,#3F466C,0.126923077,#7C6759,0.072727273,#984036,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456518164.jpg,https://movie.douban.com/subject/1421884/
363,数码宝贝大电影一：滚球兽的诞生,9,动作,动画,271,27,22,0.327762238,#312938,0.245174825,#86548D,0.190909091,#EEE4E7,0.154195804,#9A6C6E,0.081958042,#E18944,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2525457080.jpg,https://movie.douban.com/subject/1303927/
364,三国志：英雄的黎明,9,动画,,227,17,85,0.25958042,#B3BBD8,0.252587413,#30191A,0.243146853,#7F643B,0.136783217,#D06236,0.107902098,#362E6E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2509584338.jpg,https://movie.douban.com/subject/4176665/
365,第三度嫌疑人,7.1,剧情,犯罪,227,19,30,0.298951049,#3E424D,0.18958042,#6A7278,0.181468531,#E2F2EF,0.165314685,#15141C,0.164685315,#95A2A3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2516825103.jpg,https://movie.douban.com/subject/26952153/
366,阴阳师,7.7,剧情,恐怖,228,5,18,0.431748252,#2B2C2D,0.159300699,#65553F,0.147622378,#CD9E55,0.142727273,#AB4F33,0.118601399,#9B9E9A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1001267362.jpg,https://movie.douban.com/subject/1303917/
367,哆啦A梦：大雄的宇宙小战争,8.2,科幻,动画,228,21,5,0.466153846,#0A0B0D,0.189160839,#295384,0.168881119,#3F4540,0.114825175,#8DAFC0,0.060979021,#BA884F,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520699109.jpg,https://movie.douban.com/subject/1457957/
368,哆啦A梦：大雄与白金迷宫,8.2,科幻,动画,228,59,56,0.322167832,#3A4B8E,0.308321678,#2C2A2E,0.148811189,#AEB3B9,0.117622378,#AA5053,0.103076923,#C0A64C,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520701737.jpg,https://movie.douban.com/subject/1458901/
369,步履不停,8.8,剧情,家庭,229,2,95,0.464475524,#ECEDF1,0.252727273,#22252B,0.103286713,#C9C3C8,0.099160839,#4C4C52,0.08034965,#8F8489,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p672446737.jpg,https://movie.douban.com/subject/2222996/
370,云的彼端，约定的地方,7.8,剧情,动画,229,33,32,0.355804196,#363B51,0.203776224,#B0BA9A,0.164335664,#70AED8,0.155874126,#2E73B2,0.12020979,#AC726A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1071335065.jpg,https://movie.douban.com/subject/1381964/
371,哆啦A梦：大雄的秘密道具博物馆,7.9,动画,动画,9,2,81,0.312937063,#CDCACA,0.263986014,#5A8DB9,0.168321678,#573A2A,0.14951049,#C4A13E,0.105244755,#D05745,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2371988914.jpg,https://movie.douban.com/subject/11584309/
372,空之境界 第七章 杀人考察（后）,9,剧情,动画,230,5,7,0.316713287,#111112,0.303426573,#201F30,0.187412587,#333666,0.107902098,#555662,0.084545455,#93AEBD,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2202703811.jpg,https://movie.douban.com/subject/3399553/
373,血与骨,8.1,剧情,,230,6,94,0.317762238,#E2E4F0,0.206853147,#5A3035,0.186853147,#BFA2A2,0.153356643,#8B5D5C,0.135174825,#35212B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p764037381.jpg,https://movie.douban.com/subject/1388176/
374,饥饿海峡,8.4,剧情,犯罪,230,9,53,0.285104895,#7B7D87,0.260559441,#231D1E,0.211678322,#C9C5CB,0.187272727,#846157,0.055384615,#842520,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2327291063.jpg,https://movie.douban.com/subject/1305567/
375,阿基拉,8.4,动作,动画,230,23,75,0.346293706,#939BBF,0.264755245,#455985,0.217412587,#DAD1E3,0.102447552,#BE1D28,0.069090909,#8C3A4B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p711283071.jpg,https://movie.douban.com/subject/1302770/
376,哆啦A梦：大雄的日本诞生,8.2,科幻,动画,230,40,45,0.290559441,#454C72,0.24034965,#573F3A,0.207902098,#D04639,0.143706294,#B79853,0.117482517,#D3D5D8,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520700977.jpg,https://movie.douban.com/subject/1458897/
377,乱,8.8,剧情,动作,231,26,9,0.416643357,#111217,0.211398601,#DF4D21,0.176153846,#5E484C,0.114335664,#F5F4F1,0.081468531,#F8B51B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2324366931.jpg,https://movie.douban.com/subject/1296196/
