序列,title,rate,style1,style2,h-0,s-0,v-0,percent-0,hex-0,percent-1,hex-1,percent-2,hex-2,percent-3,hex-3,percent-4,hex-4,pic,url
287,月升王国,8.2,"儿童
",剧情,192,51,75,0.45972028,#5DABBE,0.175594406,#72813A,0.146923077,#A9BF98,0.113636364,#9F6E4C,0.104125874,#3C341E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1791964116.jpg,https://movie.douban.com/subject/5360889/
288,疯狂原始人,8.7,动画,喜剧,192,54,85,0.282587413,#63C1DA,0.195454545,#261C1A,0.18986014,#9A6545,0.167062937,#CDC4AD,0.165034965,#4E695D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,https://movie.douban.com/subject/1907966/
289,源代码,8.3,"科幻
",悬疑,193,9,20,0.228531469,#2F3334,0.224755245,#111112,0.193146853,#8C9294,0.182797203,#5B6162,0.170769231,#C0C5C6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,https://movie.douban.com/subject/3075287/
290,上帝之国,8.3,"同性
",爱情,193,35,66,0.273496503,#6E9DA9,0.267902098,#A6C7CC,0.171818182,#121716,0.165734266,#46523B,0.121048951,#929179,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2510209986.jpg,https://movie.douban.com/subject/26781703/
291,佛罗里达乐园,8,"儿童
",剧情,194,30,29,0.3,#34454A,0.245174825,#659AAB,0.208111888,#2E82A9,0.160629371,#AEA1A1,0.086083916,#C88365,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496148493.jpg,https://movie.douban.com/subject/26778790/
292,拯救大兵瑞恩,8.9,"战争
",剧情,195,11,51,0.252377622,#747F82,0.244475524,#454B4D,0.242867133,#111212,0.216923077,#AFB1B0,0.043356643,#947D55,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1014542496.jpg,https://movie.douban.com/subject/1292849/
293,大路,8.9,"剧情
",,42,16,91,0.29584507,#E7DCC1,0.213098592,#131118,0.168732394,#494146,0.164647887,#9A735D,0.157676056,#D39958,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1507944507.jpg,https://movie.douban.com/subject/1292719/
294,至爱梵高·星空之谜,8.5,"传记
",动画,196,36,49,0.284195804,#50727D,0.247832168,#19273D,0.167622378,#304E75,0.161608392,#9BB3B8,0.138741259,#B7A981,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2506935748.jpg,https://movie.douban.com/subject/25837262/
295,将军号,9,"喜剧
",战争,196,41,55,0.605594406,#547E8E,0.145244755,#29272C,0.143636364,#BAB594,0.060909091,#9D362B,0.044615385,#294175,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2248676081.jpg,https://movie.douban.com/subject/1292778/
296,契克,8.4,"喜剧
",剧情,196,50,82,0.515314685,#68B6D2,0.231958042,#C5E1EC,0.133426573,#25322F,0.099160839,#637946,0.02013986,#DCBB27,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2369390663.jpg,https://movie.douban.com/subject/26586432/
297,莫娣,8.9,爱情,传记,196,53,89,0.381888112,#6AC2E2,0.206643357,#1F241F,0.175944056,#99A84E,0.123776224,#435F4A,0.111748252,#A9604E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2431089276.jpg,https://movie.douban.com/subject/25938803/
298,和莎莫的500天,8,爱情,喜剧,197,4,98,0.457062937,#F0F7FA,0.196013986,#A5A19B,0.136223776,#DEE3E5,0.123496503,#FDFDFC,0.087202797,#F0F6FA,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455251312.jpg,https://movie.douban.com/subject/3072086/
299,奇异博士,7.6,"奇幻
",动作,197,7,76,0.275874126,#B3BDC1,0.252307692,#16141B,0.246713287,#455662,0.126993007,#DEC07C,0.098111888,#7F5137,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2388501883.jpg,https://movie.douban.com/subject/3025375/
300,影子武士,8.9,"战争
",历史,136,7,10,0.317569444,#181918,0.292777778,#AC8873,0.181041667,#905E35,0.177083333,#513A29,0.031527778,#93190B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p997945263.jpg,https://movie.douban.com/subject/1303067/
301,四百击,8.7,"犯罪
",剧情,198,39,4,0.467482517,#06090A,0.238251748,#959595,0.121678322,#5F6060,0.118391608,#2D2E2F,0.054195804,#F5F5F5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2191743027.jpg,https://movie.douban.com/subject/1300056/
302,千钧一发,8.7,"科幻
",剧情,199,5,89,0.235104895,#D8DFE3,0.228951049,#95A0A8,0.205594406,#131723,0.172167832,#5C6F7F,0.158181818,#323E50,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,https://movie.douban.com/subject/1300117/
303,黑客帝国2：重装上阵,8.4,"科幻
",动作,199,14,10,0.358321678,#16191A,0.201888112,#2D3634,0.178671329,#C8D2B8,0.143706294,#92A780,0.117412587,#6D7861,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p459054512.jpg,https://movie.douban.com/subject/1304141/
304,天伦之旅,8.6,"家庭
",剧情,199,41,83,0.313706294,#7DB7D3,0.254825175,#D4D7BD,0.192727273,#796A50,0.132797203,#273128,0.105944056,#D3A061,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1217133544.jpg,https://movie.douban.com/subject/3041749/
305,盗梦空间,9.3,"科幻
",悬疑,200,58,20,0.285804196,#152933,0.284895105,#100F10,0.195734266,#2F4C58,0.13048951,#5B7B85,0.103076923,#9BABAF,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513344864.jpg,https://movie.douban.com/subject/3541415/
306,谍影重重,8.5,"动作
",悬疑,201,63,47,0.488811189,#2D5E77,0.343076923,#272E33,0.071678322,#E29F3E,0.05972028,#956036,0.036713287,#AFB7B7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,https://movie.douban.com/subject/1304102/
307,大鱼,8.7,"奇幻
",剧情,202,18,13,0.360559441,#1A1E20,0.228321678,#8FA3E2,0.174965035,#E6DDDE,0.125524476,#89828A,0.110629371,#765B36,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,https://movie.douban.com/subject/1291545/
308,一夜风流,8.7,爱情,喜剧,202,23,11,0.268531469,#161A1D,0.238251748,#F1E197,0.209300699,#55625B,0.162657343,#F1F2E2,0.121258741,#C1884B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p692891579.jpg,https://movie.douban.com/subject/1295684/
309,爱在午夜降临前,8.8,爱情,剧情,202,29,95,0.318601399,#AEDAF3,0.205314685,#E1F2FB,0.195034965,#74AED3,0.144125874,#A19A93,0.136923077,#4B4B4D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,https://movie.douban.com/subject/10808442/
310,狐狸与我,8.6,"儿童
",剧情,202,65,82,0.365944056,#4A9FD1,0.235104895,#D4E8F2,0.227552448,#275122,0.12013986,#85903F,0.051258741,#481F4C,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p458726329.jpg,https://movie.douban.com/subject/2028659/
311,冰雪奇缘,8.3,动画,喜剧,203,15,94,0.479300699,#CAE1EF,0.203706294,#71A8D3,0.148671329,#333D7F,0.085944056,#3F3F46,0.082377622,#979287,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166640945.jpg,https://movie.douban.com/subject/4202982/
312,熊的故事,9.1,"剧情
",,203,49,5,0.56958042,#060A0D,0.164545455,#F2F3F8,0.109440559,#3B4149,0.101258741,#2F66AC,0.055174825,#95A7BC,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2454268056.jpg,https://movie.douban.com/subject/1300334/
313,房间,8.8,"剧情
",家庭,204,22,88,0.264825175,#B0CDE0,0.245174825,#6391AC,0.207902098,#2B2422,0.182937063,#4C545F,0.099160839,#5E5038,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,https://movie.douban.com/subject/25724855/
314,狮子王,8.9,动画,剧情,204,84,68,0.377342657,#1C74AD,0.222307692,#B7C6CD,0.17041958,#334A71,0.145804196,#76828F,0.084125874,#D1C8A0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p726659067.jpg,https://movie.douban.com/subject/1301753/
315,万能钥匙,7.8,"悬疑
",惊悚,205,1,96,0.376153846,#F2F3F4,0.207132867,#0B0C0B,0.150769231,#C9CAC3,0.142097902,#85867F,0.123846154,#3E3F3B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p810384382.jpg,https://movie.douban.com/subject/1418752/
316,海边的曼彻斯特,8.6,"剧情
",家庭,205,3,87,0.38,#D9DCDE,0.233146853,#9AA9B8,0.156433566,#627B97,0.144475524,#403C43,0.085944056,#786E6E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496940327.jpg,https://movie.douban.com/subject/25980443/
317,十二怒汉,9.4,"剧情
",悬疑,205,60,5,0.50958042,#05090C,0.138741259,#323B3D,0.134965035,#717C81,0.100699301,#275E7D,0.095244755,#312223,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2153875961.jpg,https://movie.douban.com/subject/10583098/
318,火柴人,8.1,"犯罪
",剧情,206,1,99,0.503076923,#FAFBFC,0.216713287,#1C1B1D,0.135664336,#616067,0.105944056,#BCB7C2,0.038601399,#D46F83,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1757301336.jpg,https://movie.douban.com/subject/1307542/
319,摇滚莫扎特,9.4,歌舞,,206,84,17,0.50951049,#071B2A,0.194475524,#2F4452,0.154895105,#7E878F,0.112027972,#E0E1E1,0.029090909,#902B6B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2312766343.jpg,https://movie.douban.com/subject/25754522/
320,X战警：第一战,8.1,"科幻
",动作,207,38,3,0.387202797,#050709,0.198321678,#BBD5D1,0.196993007,#29393C,0.131818182,#55757C,0.085664336,#9A9B8C,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p956878707.jpg,https://movie.douban.com/subject/3168089/
321,速度与激情5,8.4,"动作
",犯罪,207,66,55,0.383286713,#2F628C,0.24979021,#B9C3CB,0.205174825,#7099B3,0.099160839,#2A2828,0.062587413,#787372,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p898634801.jpg,https://movie.douban.com/subject/4286017/
322,第六感,8.8,"悬疑
",惊悚,207,74,5,0.461818182,#03080C,0.221818182,#080D10,0.180699301,#161213,0.119020979,#0C0F14,0.016643357,#B36725,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg,https://movie.douban.com/subject/1297630/
323,面子,8.6,"同性
",喜剧,207,86,72,0.511188811,#1A72B8,0.176713287,#1A2222,0.123566434,#5990BE,0.123496503,#3B4351,0.065034965,#C5C0CA,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2047680289.jpg,https://movie.douban.com/subject/1421278/
324,海上钢琴师,9.2,"音乐
",剧情,207,94,67,0.383566434,#0A63AB,0.321538462,#1B4C61,0.16951049,#0C1519,0.065734266,#638DAF,0.05965035,#E5A8BC,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p511146807.jpg,https://movie.douban.com/subject/1292001/
325,请以你的名字呼唤我,8.8,"同性
",爱情,207,97,67,0.321888112,#0560AB,0.273006993,#0763A8,0.198951049,#463033,0.127202797,#919694,0.078951049,#4883AD,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,https://movie.douban.com/subject/26799731/
326,摩登时代,9.2,"喜剧
",剧情,208,0,99,0.535314685,#FDFDFD,0.287202797,#08080A,0.073146853,#979698,0.05965035,#CACACB,0.044685315,#484849,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173707976.jpg,https://movie.douban.com/subject/1294371/
327,敦刻尔克,8.4,"战争
",历史,209,56,6,0.317832168,#070B0F,0.306433566,#87ACC2,0.154965035,#618BA1,0.116223776,#2E4B5D,0.104545455,#C6D1DD,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2494950714.jpg,https://movie.douban.com/subject/26607693/
328,玩具总动员,8.2,动画,喜剧,209,73,62,0.311048951,#2B669F,0.290909091,#503131,0.195944056,#BCA996,0.126223776,#C35A34,0.075874126,#B6BF42,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1158743783.jpg,https://movie.douban.com/subject/1291575/
329,费城故事,8.6,"同性
",剧情,210,8,6,0.487622378,#0F0F10,0.273496503,#FAFBFB,0.083146853,#3B404D,0.082167832,#BFC2C8,0.073566434,#807C88,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p750348993.jpg,https://movie.douban.com/subject/1293145/
330,断背山,8.7,"同性
",爱情,210,15,11,0.393426573,#17191B,0.185384615,#7A5548,0.168461538,#39392A,0.136783217,#738084,0.115944056,#D2D7D4,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513535588.jpg,https://movie.douban.com/subject/1418834/
331,罗马假日,8.9,爱情,喜剧,210,17,91,0.463986014,#C0D4E8,0.186153846,#B19F64,0.166013986,#F1E4D3,0.158461538,#433C44,0.025384615,#C01732,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189265085.jpg,https://movie.douban.com/subject/1293839/
332,我是谁：没有绝对安全的系统,8,"悬疑
",犯罪,210,21,32,0.363636364,#404951,0.322167832,#262326,0.158951049,#727B82,0.094055944,#C9CCCB,0.061188811,#BF9F73,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2201518484.jpg,https://movie.douban.com/subject/25932086/
333,危楼愚夫,8.4,"剧情
",,210,21,44,0.24034965,#596470,0.237692308,#32363F,0.210839161,#0D0D0F,0.183426573,#8D96A0,0.127692308,#CDCECE,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2253299818.jpg,https://movie.douban.com/subject/25882861/
334,荒野猎人,7.8,"剧情
",冒险,210,32,71,0.272937063,#7A97B4,0.251538462,#1B1D2B,0.246643357,#4B5B76,0.146083916,#C2D6E4,0.082797203,#5F2832,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2323258429.jpg,https://movie.douban.com/subject/5327268/
335,驯龙高手2,7.9,动画,奇幻,211,12,89,0.291888112,#C8D5E3,0.275664336,#838986,0.225524476,#2F2F33,0.118531469,#7487BA,0.088391608,#914E34,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2192713707.jpg,https://movie.douban.com/subject/4824512/
336,终结者2：审判日,8.6,"科幻
",动作,211,29,10,0.577132867,#121519,0.197062937,#2C3540,0.103986014,#415D77,0.086853147,#9AA4AF,0.034965035,#8F2B28,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,https://movie.douban.com/subject/1291844/
337,机器人总动员,9.3,动画,科幻,211,80,57,0.368741259,#1C5591,0.27013986,#0F1639,0.175034965,#3EA6D7,0.164895105,#B5D9ED,0.021188811,#A35644,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1461851991.jpg,https://movie.douban.com/subject/2131459/
338,碧海蓝天,8.7,"剧情
",爱情,211,94,45,0.397062937,#073B73,0.244475524,#246491,0.186433566,#0E2A4C,0.098531469,#7DA6BB,0.073496503,#0B1014,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455722535.jpg,https://movie.douban.com/subject/1300960/
339,骗中骗,8.7,"犯罪
",喜剧,213,0,82,0.585104895,#D0D1D1,0.128321678,#91856D,0.124545455,#CEC79A,0.096923077,#4C3A2E,0.065104895,#875E2E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1227416748.jpg,https://movie.douban.com/subject/1292269/
340,赛末点,8.1,"剧情
",爱情,213,3,92,0.401748252,#E4E8EB,0.228111888,#0E0F11,0.153286713,#B97A5E,0.116433566,#A4A9AF,0.10041958,#524A49,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p685837045.jpg,https://movie.douban.com/subject/1433577/
341,极品基老伴：2013圣诞特辑,9.2,"喜剧
",,213,44,33,0.32951049,#2F4054,0.282797203,#1C202C,0.16013986,#62636C,0.126573427,#CAC8CD,0.100979021,#B79196,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2187166976.jpg,https://movie.douban.com/subject/25758898/
342,窃听风暴,9.1,"剧情
",悬疑,213,67,8,0.424125874,#060C13,0.157972028,#51514D,0.152447552,#1C2A28,0.138391608,#878B86,0.127062937,#D4D4C9,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1808872109.jpg,https://movie.douban.com/subject/1900841/
343,无敌破坏王,8.6,动画,喜剧,213,71,46,0.303426573,#224775,0.279160839,#171835,0.181048951,#EAD1B5,0.137902098,#AC564F,0.098461538,#67A6C8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,https://movie.douban.com/subject/6534248/
344,暖暖内含光,8.4,爱情,奇幻,214,3,96,0.406853147,#EEF1F6,0.232447552,#292122,0.133426573,#B08873,0.118881119,#9FABC4,0.108391608,#3C5277,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p479565065.jpg,https://movie.douban.com/subject/1308777/
345,低俗小说,8.8,"喜剧
",剧情,215,17,13,0.316923077,#1C1E21,0.237762238,#AA5540,0.161538462,#5D4643,0.142237762,#626A87,0.141538462,#C39F7A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg,https://movie.douban.com/subject/1291832/
346,后天,8,"灾难
",科幻,215,45,46,0.246013986,#3F5574,0.237132867,#6B7D95,0.229370629,#152541,0.163566434,#99A7B5,0.123916084,#CDD5D7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209602029.jpg,https://movie.douban.com/subject/1308779/
347,亚当斯一家的价值观,8.6,"喜剧
",奇幻,216,24,9,0.316993007,#121417,0.23006993,#393B3E,0.195034965,#636569,0.133566434,#B8B9BC,0.124335664,#8E9094,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p652970475.jpg,https://movie.douban.com/subject/1299900/
348,午夜巴黎,8.2,爱情,奇幻,216,39,35,0.268671329,#364459,0.258671329,#44779D,0.224685315,#7298A5,0.166363636,#93CCCC,0.081608392,#D6E6AB,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p944234798.jpg,https://movie.douban.com/subject/4319218/
349,南特的雅克·德米,8.9,"传记
",,216,43,38,0.320629371,#374861,0.234265734,#4E70A2,0.231258741,#17191F,0.172797203,#7C9FCC,0.041048951,#C5D0D9,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1441551794.jpg,https://movie.douban.com/subject/1394410/
350,飞屋环游记,8.9,动画,冒险,216,56,81,0.451538462,#5B8ACD,0.226853147,#E5E3E0,0.125944056,#322B30,0.113776224,#AEB6C7,0.081888112,#866E64,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2364094053.jpg,https://movie.douban.com/subject/2129039/
351,城市之光,9.2,"喜剧
",爱情,357,30,5,0.340466667,#0C0809,0.229733333,#857264,0.172,#080606,0.136333333,#060404,0.121466667,#010000,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2170238803.jpg,https://movie.douban.com/subject/1293908/
352,驯龙高手,8.7,动画,奇幻,217,90,57,0.32951049,#0F4091,0.311048951,#0C1119,0.215174825,#102150,0.119160839,#80A3BE,0.025104895,#C63828,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450042258.jpg,https://movie.douban.com/subject/2353023/
353,龙纹身的女孩,8,"悬疑
",犯罪,218,25,3,0.300769231,#050607,0.184475524,#70767B,0.173636364,#B4B9BD,0.173216783,#404445,0.167902098,#202326,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1473779689.jpg,https://movie.douban.com/subject/4206357/
354,海洋之歌,8.7,动画,剧情,218,62,30,0.305384615,#1D2E4C,0.218111888,#285683,0.185874126,#121522,0.153146853,#C9DCE3,0.137482517,#6B88A0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360910487.jpg,https://movie.douban.com/subject/11584019/
355,马达加斯加3,8.2,动画,喜剧,218,82,28,0.388391608,#0D2348,0.23048951,#236FA5,0.140769231,#6C3D2D,0.134615385,#9BBFC7,0.105734266,#CE8C44,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1503869385.jpg,https://movie.douban.com/subject/3178770/
356,一个叫欧维的男人决定去死,8.7,"剧情
",,219,5,12,0.21972028,#1C1D1E,0.215384615,#595855,0.193496503,#445B81,0.191468531,#D6DADD,0.17993007,#96A0AF,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,https://movie.douban.com/subject/26628357/
357,致命魔术,8.8,"悬疑
",剧情,219,29,70,0.243636364,#8092B3,0.228881119,#131E3D,0.177202797,#455475,0.176363636,#CAD9ED,0.173916084,#070714,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg,https://movie.douban.com/subject/1780330/
358,白日梦想家,8.3,"喜剧
",冒险,219,38,12,0.353986014,#13171E,0.24034965,#43606E,0.173286713,#49AED9,0.132587413,#AEC1C6,0.09979021,#815F4B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2160195181.jpg,https://movie.douban.com/subject/2133323/
359,蝙蝠侠：黑暗骑士,9.1,"科幻
",动作,219,56,17,0.410979021,#131C2C,0.258531469,#1C3F56,0.17013986,#416E83,0.105034965,#87B1BF,0.055314685,#BB532F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg,https://movie.douban.com/subject/1851857/
360,马戏之王,7.8,"歌舞
",传记,219,72,53,0.32965035,#264987,0.265104895,#171623,0.201888112,#3C92B6,0.11986014,#625359,0.083496503,#AFACA2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2511346392.jpg,https://movie.douban.com/subject/3914513/
361,南极大冒险,8.6,"冒险
",剧情,220,3,93,0.43013986,#E5E8ED,0.28034965,#A1C0DA,0.148111888,#7D7C85,0.092377622,#332E30,0.049020979,#C63A49,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p687048224.jpg,https://movie.douban.com/subject/1477448/
362,加勒比海盗3：世界的尽头,8,"奇幻
",动作,220,5,87,0.267972028,#D2D6DD,0.22993007,#F3F6FA,0.177762238,#616873,0.173496503,#3B424C,0.150839161,#9B9EA8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1076818175.jpg,https://movie.douban.com/subject/1418192/
363,月球,8.5,"科幻
",悬疑,221,14,1,0.483846154,#020202,0.147622378,#707274,0.135384615,#3B3C3F,0.126573427,#57595E,0.106573427,#929394,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p449399746.jpg,https://movie.douban.com/subject/3073124/
364,X战警：天启,7.7,"科幻
",动作,221,33,14,0.363916084,#181B23,0.223846154,#3A434E,0.183776224,#67727A,0.124055944,#8D9EA3,0.104405594,#CCC8C4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352321614.jpg,https://movie.douban.com/subject/25786060/
365,黑衣人,8,"科幻
",喜剧,222,16,9,0.594405594,#131417,0.156223776,#313036,0.091958042,#38356C,0.085804196,#DCDEE6,0.071608392,#7F7C8C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453512941.jpg,https://movie.douban.com/subject/1301445/
366,僵尸新娘,8.2,动画,奇幻,222,76,6,0.285104895,#040710,0.233076923,#0D1E32,0.185594406,#33485A,0.166433566,#D1D7E0,0.12979021,#6C869C,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p735361409.jpg,https://movie.douban.com/subject/1309060/
367,海底总动员,8.2,动画,喜剧,222,94,44,0.271258741,#062670,0.224475524,#091542,0.191888112,#0E5CB8,0.176293706,#2F94CB,0.136083916,#86CEDA,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1755893801.jpg,https://movie.douban.com/subject/1291586/
368,西伯利亚的理发师,8.6,爱情,剧情,223,2,89,0.37048951,#DEE0E4,0.302097902,#F5F4F4,0.136153846,#ECDFCF,0.126223776,#A2817A,0.065034965,#1E141C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1949265483.jpg,https://movie.douban.com/subject/1303001/
369,荒野生存,8.6,"传记
",剧情,223,2,97,0.422797203,#F4F5F9,0.165874126,#C9D4DF,0.153636364,#849184,0.13993007,#424642,0.117762238,#E3D1C4,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465687407.jpg,https://movie.douban.com/subject/1905462/
370,云图,8,"科幻
",剧情,223,9,4,0.407272727,#09090A,0.200769231,#302F2C,0.17,#E2D2C0,0.125384615,#8F6950,0.096573427,#627271,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1719175505.jpg,https://movie.douban.com/subject/3530403/
371,哈利·波特与火焰杯,8.1,"奇幻
",冒险,223,13,6,0.464055944,#0D0D0F,0.233916084,#162128,0.109090909,#7E99AB,0.107762238,#42545E,0.085174825,#D0DEE8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg,https://movie.douban.com/subject/1309055/
372,罪恶之家,8.3,"悬疑
",剧情,223,19,21,0.470909091,#2B2E35,0.248321678,#55575C,0.162447552,#7A8998,0.064895105,#D9D0CE,0.053426573,#A6897D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2266257360.jpg,https://movie.douban.com/subject/25955491/
373,头号玩家,8.8,"科幻
",冒险,224,60,11,0.274405594,#0B101C,0.238601399,#1F2C60,0.224195804,#696C93,0.166223776,#C4C6DA,0.096573427,#774DB6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,https://movie.douban.com/subject/4920389/
374,三块广告牌,8.7,"剧情
",犯罪,225,33,20,0.315384615,#222633,0.30013986,#09090B,0.181468531,#615A5E,0.142587413,#3B2922,0.06041958,#A95F40,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg,https://movie.douban.com/subject/26611804/
375,逃离德黑兰,8.2,"剧情
",惊悚,225,51,10,0.374545455,#0D101A,0.24951049,#3D5366,0.244265734,#939FAB,0.066713287,#BA342C,0.064965035,#682222,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1844091387.jpg,https://movie.douban.com/subject/6549903/
376,魔发奇缘,8.1,动画,喜剧,225,62,35,0.282307692,#223058,0.224265734,#7F718A,0.191258741,#344588,0.187272727,#D0A88D,0.114895105,#472B2A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p707509468.jpg,https://movie.douban.com/subject/1863766/
377,迷墙,8.7,"剧情
",动画,227,10,74,0.273566434,#A9ADBC,0.245174825,#1A1C1C,0.214125874,#436570,0.178951049,#F0DFC6,0.088181818,#B27374,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1555715207.jpg,https://movie.douban.com/subject/1296157/
378,超能陆战队,8.6,动画,喜剧,227,67,40,0.333216783,#213066,0.221258741,#A5A6B2,0.203356643,#1D1623,0.132027972,#8D3D39,0.11013986,#C5231A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg,https://movie.douban.com/subject/11026735/
379,寻子遇仙记,9.1,"喜剧
",剧情,229,6,28,0.267832168,#424347,0.253986014,#5F6063,0.183706294,#EBEBEB,0.181048951,#181719,0.113426573,#97989A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2332976198.jpg,https://movie.douban.com/subject/1293270/
380,至暗时刻,8.6,"传记
",历史,229,35,6,0.351818182,#0A0B0F,0.274265734,#181B22,0.25972028,#242730,0.058461538,#5D5450,0.055734266,#CDC3C0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504277551.jpg,https://movie.douban.com/subject/26761416/
381,神偷奶爸,8.5,动画,喜剧,230,9,86,0.321188811,#C8CBDB,0.263006993,#2B588E,0.198601399,#232630,0.114405594,#7D6350,0.102797203,#CD9C4E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,https://movie.douban.com/subject/3287562/
